0.25,NA
NA,NA
0.25,NA
0,0
0,NA
0.6,NA
0,0
0,NA
0,NA
0,0
0,0
0.5,NA
0.333333333333333,NA
0.2,0
0.2,NA
0.5,NA
0.333333333333333,NA
0.142857142857143,NA
0,NA
0,0
0.666666666666667,0
NA,NA
0,NA
0.25,0
0.4,NA
0.666666666666667,NA
0,0
0.2,NA
0.25,NA
0,0
0.5,0
0,NA
0.25,NA
0,NA
0,NA
0.5,NA
0.25,0
0.333333333333333,NA
0.333333333333333,NA
0.2,0
0.4,NA
0.2,0
0,0
0.5,NA
0.333333333333333,NA
0.5,0
1,NA
1,NA
0,NA
0,0
0,0
0.333333333333333,NA
0.333333333333333,NA
0.2,NA
0,NA
0,NA
0.8,0
0,0
0.333333333333333,NA
0,NA
0,NA
0.2,NA
0.25,0
0,0
0,NA
0,0
0.142857142857143,0
1,NA
0.5,NA
0.333333333333333,NA
0,NA
0,0
0.2,NA
0,0
0.5,NA
0,NA
0,NA
0.333333333333333,NA
0.666666666666667,0
0,0
0,0
0,NA
0,NA
0.5,NA
0,NA
0.25,0
0.333333333333333,0
0,NA
0,NA
0,NA
0,0
0,NA
0.333333333333333,NA
0,0
0.5,NA
1,0
0.5,NA
0,0
0,NA
0,NA
0,0
0.4,0
1,NA
0.666666666666667,NA
0.25,NA
0,0
0,0
1,NA
0,NA
0.5,NA
0.75,NA
0.5,0
0,0
0.4,NA
0,NA
0,0
1,0
0,NA
0.2,NA
0.333333333333333,NA
0,0
0,NA
0.5,NA
0,0
0.666666666666667,NA
0.333333333333333,NA
0.5,NA
0,0
0,NA
0.5,0
0.25,0
0.333333333333333,NA
0.5,NA
0,NA
0.2,0
0,NA
0,NA
0.666666666666667,NA
0.666666666666667,0
0,0
0,NA
NA,NA
0,NA
0,0
0.666666666666667,0
0,NA
0,NA
0,0
0,NA
0.25,0
0.235503725299644,0
